Owner Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price
500164,5.16,7,4,42152,8804460.49
458857,5.06,8,3,55084,10320074.94
513163,6.55,7,2,39583,10592911.14
387317,4.03,8,6,53056,7295706.11
512484,5.59,6,4,34020,9016484.61
548100,5.72,9,6,53921,13919947.93
484085,4.44,7,4,36179,5598896.66
532756,6.85,7,3,56377,12694887.31
387905,5.64,5,2,24291,3450892.13
573790,5.4,7,2,33285,9278718.05
377545,7.7,7,2,53504,9205967.75
427413,4.91,6,4,36325,5109930.14
431739,6.12,9,4,38468,9300612.37
415737,6.49,9,6,64543,11195912.07
504049,5.75,7,2,53713,9437761.2
539560,4.26,7,2,32237,7129205.93
603540,5.9,6,2,44034,10623182.71
456960,7.16,6,2,39419,8731026.43
454734,7.35,7,3,17094,6342242.55
479150,6.83,6,2,32148,8421629.93
436142,6.49,8,3,47067,9630397.91
361347,5.07,6,2,18194,3216124.94
465997,4.9,9,5,26652,8669403.19
566741,5.88,7,4,24602,9168377.4
432327,6,7,3,38825,7781060.7
566524,5.77,4,4,31837,7698520.9
512953,6.27,7,4,23586,8731688.56
520912,5.03,7,6,47907,10825288.46
452137,5.46,7,3,19652,5105207.59
459389,7.97,7,2,44808,11302672.71
528045,6.14,8,4,43182,11293279.55
491078,4.45,6,2,35808,5358537.45
588098,6.85,7,3,41819,11877501.3
458423,6.26,7,3,22599,6861131.41
549815,5.52,6,4,34477,8173347.35
503251,6.29,8,4,19034,6970948.46
513177,5.83,6,2,37253,8935463.32
542535,5.69,7,5,41865,11544096.27
529683,4.87,8,3,40746,11222877.47
539224,5.35,8,3,29023,9200711.87
500269,6.49,7,3,39812,9501565.71
491323,4.68,6,4,53705,9156121.17
539602,5.57,6,4,21287,8722107.1
566699,6.8,7,6,30545,10275716.71
398909,5.73,8,5,43921,8675169.37
484092,6.55,7,4,40808,10199158.41
537950,5.24,6,4,36333,9209668.09
496069,5.87,6,2,24512,6199968.32
378196,5.18,6,3,31320,3966521.02
450205,6.48,6,2,34940,7617233.4
464625,5.79,6,3,36809,7740162.22
442554,7.37,8,4,44348,11001654.3
562926,4.74,7,4,44524,9885011.57
511378,5.71,7,4,41687,8545069.26
440643,5.88,7,4,30495,7083367.83
413266,5.21,8,5,26234,4801456.73
471205,6.42,6,4,31873,8226334.69
410998,5.59,8,5,32763,7377241.48
548009,4.24,7,5,42426,9523515.75
481495,7.01,7,4,48565,9863272.93
440797,5.53,7,2,14241,3834561.99
595336,4.55,6,4,23663,8480100.58
576975,5.33,6,2,41020,9823073.82
481719,5.9,5,4,35622,7879878.02
442190,6.24,5,2,44345,7470343.86
468608,4.21,7,3,28985,5503804.46
522137,6.18,7,3,28861,9387484.12
436114,4.65,7,3,40291,5444032.3
472920,6.87,7,5,32488,10776257.94
495544,5.09,5,4,19315,5171325.25
427112,5.39,6,4,39588,5440009.75
455091,7.32,8,3,23040,7917284.9
414260,6.22,7,2,33550,6249026.63
310982,6.21,8,3,55839,9410848.51
370230,6.7,9,3,27165,8224649.02
405279,5.45,8,6,35961,6636378.07
472836,5.76,8,3,50214,10030319.25
504063,6.33,7,3,59314,11549630.12
351008,4.23,8,4,67601,8180116.21
443352,6.3,6,3,35469,8207603.04
462581,4.21,9,4,39186,7358214.22
480039,7.52,6,3,23927,8650232.57
487242,5.79,7,2,17597,6888074.97
400939,8.27,6,3,35374,8474271.12
515774,4.61,5,2,34366,5362548.59
518399,5.92,6,3,38823,8642455.15
422282,6.81,8,6,38418,9550147.39
593957,6.36,6,2,34266,10005683.45
518063,6.35,9,5,32744,11765518.03
448413,5.79,6,3,27866,6194240.5
501053,6,6,2,40131,8390010.09
453110,5.69,6,2,31879,6978472.83
495341,6.81,7,4,29874,9921823.17
434504,4.43,7,4,23854,3849630.75
442470,5.23,9,4,33968,8691893.84
427063,4.66,7,3,60309,8810804.03
437969,7.69,6,4,26718,8009244.46
422989,6.09,9,6,46777,10628709.98
394450,5.41,7,4,31049,4147587.01
460789,6.9,6,3,46347,8985133.22
443639,6.25,6,3,29744,7098653.17
540932,6.55,8,3,41162,10746064.49
476399,6.75,8,6,52548,12282033.05
418803,5.52,8,4,47591,9694759.55
459704,4.27,6,4,34641,3879771.35
466669,6.65,8,6,37198,10517157.77
546525,5.69,8,4,58052,13515620.44
545377,5.62,5,3,42795,9169020.42
492646,7.49,5,2,31646,7773681.93
439915,7.29,7,4,44604,10803502.15
487900,6.67,8,3,47249,12155097.36
528346,6.71,7,5,18879,9592574.53
558250,6.45,7,4,36085,11304415.29
445326,8.05,5,4,30693,7871241.28
500507,5.06,7,5,44428,9053687.23
570997,5.04,7,6,32485,10310774.67
421890,5.81,7,4,26946,7068669.86
464856,6.3,6,2,38708,8519428.75
521353,8.42,5,3,34616,11461347.1
502817,6.03,9,6,39940,10996334.86
531090,5.84,6,2,27606,7018836.3
530425,6.78,8,6,44509,12701856.3
526225,6.92,9,5,40179,11739035.98
515823,5.31,6,4,38977,8212410.64
373863,6.5,7,4,22523,6022425.29
414176,4.19,6,3,39496,4421989.04
486003,5.99,7,3,44822,9316506.29
373555,5.81,8,5,36419,6155494.59
413798,4.56,6,3,40488,4447935.59
442008,6.11,7,6,33578,7598463.74
496699,5.55,7,2,27812,7172210.92
463379,3.57,5,4,35920,4913060.39
451479,5.86,6,3,30018,6598647.58
566636,6.71,8,4,32518,12866644.7
540358,5.76,7,5,19630,7456055.53
412118,6.34,7,2,19773,5946962.63
469861,5.2,7,3,27726,6649247.71
501494,6.4,7,4,27727,9064771.87
522305,5.01,6,4,46070,7237167.91
443513,6.19,7,4,38575,8964902.8
480172,6.55,6,2,55324,9721881.19
571683,6.89,8,5,28884,13581581.37
562653,7.07,4,4,54143,11108229.93
414365,5.95,8,3,30775,6734569.94
398370,5.85,8,4,36794,7348591.46
468713,5.37,6,2,36043,7285472.6
365869,6.65,9,3,25984,7702661.82
272076,6.97,9,4,25432,5313312.83
472262,6.21,6,4,47445,8986353.53
472171,6.03,6,2,49086,8140647.76
450842,8.01,8,6,42612,9946854.26
437402,6.13,7,3,32428,6808695.67
592298,7.09,7,4,43481,12629707.02
487312,5.35,7,6,14477,5858184.99
477218,5.21,7,3,57700,9062533.13
563017,5.47,6,4,34616,9103353.91
462693,5.88,7,2,28434,7282639
447062,6.47,6,2,33289,8352776.6
538727,4.91,7,3,55376,11326893.27
529172,5.01,7,3,30177,7796995.78
477498,6.83,8,5,37312,11944043.93
356174,5.38,5,3,35777,4610512.34
446467,6.69,8,5,35056,8182956.18
512351,5.31,5,4,35708,7862468.95
517132,4.93,6,2,34332,6410729.15
534821,4.57,6,3,30636,7939000.44
533554,6.47,8,3,30324,11128358.5
375410,3.45,7,3,43359,3868097.45
493423,6.71,7,6,38326,9470420.26
533043,3.43,7,4,30533,7302969.03
446236,6.25,9,6,47926,11126018.19
511266,6.5,7,4,32509,9442183.24
538951,6.53,6,4,24874,8487082.03
626577,5.86,8,6,29766,11065092.15
493066,5.84,7,3,29991,8507019.43
450415,6.18,7,3,48621,9742521.95
461307,6,8,6,32810,7890740.27
412006,7.03,7,5,23979,8642268.18
418019,5.08,4,2,49859,6553640.45
623791,6.57,8,3,29673,12966369.29
598661,6.02,9,4,49258,14069563.9
350035,7.63,6,4,32615,5796889.21
500437,6.43,9,3,42632,11627836.5
459263,7.57,7,3,28774,9071310.15
458017,5.41,8,6,23365,6927501.21
573370,8.54,7,2,30778,12519610.74
577598,7.13,8,5,32252,12703986.05
509355,5.91,8,5,19596,8194936.19
387023,6.19,8,6,31145,7635522.86
415940,4.61,6,2,20691,3084095.21
413301,7.25,6,5,33182,7206074.61
536557,3.41,7,6,36334,5796846.65
419391,6.74,6,2,38093,6896987.16
486808,5.3,6,4,27072,6153438.13
396116,4.93,5,4,38132,4265819.46
463890,6.83,8,3,18115,8182013.84
524237,6.96,7,2,25334,9152545.99
497378,7.01,7,6,29359,9500753.99
425047,6.44,7,4,29979,8271414.41
491428,6.37,6,4,38773,9062305.07
436429,4.46,7,5,37499,6381592.77
515823,6.26,8,3,30995,8045293.62
319795,5.34,8,5,30346,6074000.66
494823,5.87,6,3,21350,6811479.92
521577,5.83,8,5,9579,7590859.08
689276,7.04,7,3,50676,15928187.17
484925,6.13,6,3,40145,8632436.4
461790,7.33,8,4,61773,13342172.48
461286,6.16,7,3,49668,9888385.64
504777,6.99,7,5,23412,8461327.42
574490,5.49,6,2,47005,11976470.59
331961,5.89,5,2,42771,5250838.11
501998,6.45,8,6,26861,9532801.95
296436,6.79,8,6,33610,6333496.12
429751,4.39,8,6,44259,6860988.54
446488,5.68,6,2,32620,5587779.54
418621,6.71,7,4,30788,7185540.74
645407,5.24,6,4,45452,11846351.72
531769,5.94,6,2,38897,9838536.68
429100,5.76,7,3,33923,6623274.35
543865,6.72,6,2,42123,12066425.07
467348,5.1,9,6,28467,8668843.33
397138,6.51,8,6,35453,9220122.8
462966,5.45,7,4,40676,8090269.18
341229,6.19,9,5,31267,7280606.62
511707,4.64,7,6,39998,8868630.82
484743,5.65,7,4,57771,9955616.72
348782,6.36,8,6,46400,8573450.34
472899,6.04,6,2,18469,6811674.52
413336,4.95,8,3,26365,3585769.6
426223,6.11,6,3,32998,6344935.24
527863,4.86,7,3,33413,7802670.75
425390,6.7,7,2,38047,8948560.39
644749,6.31,7,4,32483,12044696.16
540799,6.32,7,4,31887,10740066.4
483504,5.8,7,3,32107,7462285.53
558726,6.02,8,5,31766,9998793
596211,3.94,6,2,26018,5987967.86
446355,4.83,6,2,44864,5971589.05
497196,3.9,7,3,43923,6542272.8
578767,6.21,8,3,30055,11002471.13
346052,6.54,6,3,43442,6490146.67
483980,6.53,7,4,29684,8592982.72
368494,3.92,7,4,50133,4702614.28
618422,6.73,6,3,41216,11941427.26
493913,5.92,8,5,24867,8392411.58
386701,5.92,8,4,48813,8610682.15
355621,6.8,7,4,23726,5352452
557907,6.16,9,6,31349,10876981.01
478800,5.66,7,3,51989,10163514.41
413749,7.11,6,2,37556,7444442.67
501550,6.54,7,4,33925,8583265.39
358176,7.51,7,3,30369,8546909
578445,6.4,7,6,33770,10361592.85
532882,6.71,5,4,51055,11493117.79
583240,6.24,6,3,31553,8840747.02
598283,4.74,7,5,46506,10112010.79
571662,5.57,6,4,34754,9512884.29
520695,3.61,6,2,20951,4448715.88
607726,6,6,3,41440,11691282.19
447384,5.73,7,2,15576,5888653.19
588672,6.22,8,3,21331,11073058.92
409045,6.93,8,3,61206,12890468.57
547610,5.77,6,4,60747,13239787.82
547120,6.94,8,5,39985,12825610.63
509306,4.05,8,6,39088,7434668.29
336875,7.45,6,4,40091,6790312.69
538181,7.39,7,3,26263,10702306.02
484862,5.89,7,3,37181,7750118.46
500115,6.1,8,3,24319,9100218.61
542276,5.78,6,4,43629,10834159
550046,3.24,8,4,35400,8741193.02
412363,5.71,8,6,40866,8438978.59
470897,4.61,7,5,33036,6955459.63
538356,6.11,8,4,51630,12696994.17
568904,7.12,7,3,44406,12757068.94
509789,5.14,9,5,14931,8168476.05
485772,4.84,6,4,34932,6667077.62
527100,8.18,5,3,34129,11613700.84
526813,6.72,6,4,37246,8273968.01
499261,6.31,6,2,25949,7868300.65
451010,6.44,7,3,39056,8537461.59
446586,5.69,7,4,26095,6069579.88
492331,5.76,7,4,44796,9701852.86
345415,6.28,8,5,15114,5075286.3
392518,6.58,7,4,64150,9868334.84
478933,5.87,8,6,30464,7256932.83
487578,3.59,8,3,27023,5020912.33
678307,4.7,8,4,32825,11497351.18
344120,5.08,8,6,28383,4098083.01
339486,5.13,9,3,30750,4215467.06
511791,6.68,7,2,32127,9381590.96
400337,5.59,8,4,45341,10010357.63
474432,5.05,8,3,38346,7707841.82
368193,6.64,8,3,31590,6280564.01
466592,6.38,7,4,36143,9865230.06
452445,5.17,8,3,37867,8582471.17
610904,5.03,7,5,7522,6370697.48
540561,6.24,7,3,36454,10444066.92
520940,6.59,7,2,40251,10890642.28
515284,4.76,8,4,38294,10414988.78
443240,6.4,8,3,22076,6966008.77
576681,6.77,5,4,28615,8057042.56
657132,6.3,7,6,29097,12326163.15
439026,6.02,6,2,38536,7469002.45
590562,4.41,7,6,48150,10015577.32
540463,4.8,7,2,28550,6872272.68
540239,3.97,6,3,52057,7717616.06
565397,6.19,6,4,31518,9340641.17
510405,5.47,7,5,42030,9766530.06
453789,5.59,7,3,36343,8590171.87
557025,5.23,6,2,43679,9208977.12
527114,6.3,8,6,33424,11503372.93
538601,5.24,9,6,28718,9480922.92
494396,5.7,5,4,41602,8917076.42
455574,5.43,9,5,37594,9406769.54
509264,5.2,6,2,29034,4845606.29
504700,5.55,6,3,36902,9877380.24
362236,6.65,6,4,29750,5827326.33
397712,6.91,5,2,35516,7534338.7
424088,6.56,7,3,46636,9168809.58
561673,4.99,7,3,34271,7915908.21
420441,4.17,7,3,45348,5491523.52
534380,5.22,8,3,45735,9648793.77
422233,6.66,7,4,33338,6884762.57
637588,5.55,7,5,41735,12165870.71
513296,5.49,7,5,41379,9200516.15
379659,5.64,8,3,65858,9610785.17
383089,5.68,7,4,38583,6991989.06
428729,6.08,7,2,61076,10314785.32
521864,6.89,8,6,44843,12713519.07
398734,6.35,6,3,43182,7889575.4
417662,6.69,7,3,48129,9994824.84
506478,4.68,8,6,15395,6714705.27
385714,5.05,9,5,41219,8417169.11
437304,6.7,8,6,37619,10244100.37
553147,4.22,6,2,34405,7845960.64
394821,3.14,8,5,29690,4875270.19
427392,4.14,8,5,18607,4421595.29
388906,6.79,7,6,56250,9568917.68
628327,6.08,7,6,54061,13433374.71
388710,6.82,9,4,45008,10222387.07
528738,4.55,7,6,27731,6548420.27
512862,4.67,6,4,30667,6273723.05
431284,5.99,7,3,18948,6259424.99
467537,5.56,7,6,47064,9476106.71
487235,5.49,8,4,41786,10473241.94
302694,6.44,7,2,29479,4407603.27
360577,5.64,7,4,31773,3844175.58
562205,7.06,5,3,39734,12163075.96
458381,7.53,7,4,33303,8730971.9
649152,6.06,7,4,47376,12459293
438746,5.13,6,3,44965,7228641
606088,6.1,7,5,45514,12710667.34
436590,6.7,7,2,47225,9709800.94
389375,7.47,7,3,45644,8834090.51
443954,7.59,9,3,11511,10026229.29
542647,6.44,7,5,32625,10511354.91
513590,5.91,6,4,47741,8929738.86
579383,7.14,7,4,23581,10338924.26
478576,5.83,7,5,22033,5574025.17
469294,6.02,5,3,15633,4951415.42
388549,7.15,8,6,44669,9227619.94
306565,6.45,8,7,48114,7146029.38
474285,5.18,8,5,51906,10693841.9
546616,5.18,8,3,33390,10753642.97
475363,7.52,7,4,36742,10374865.34
363769,5.59,7,5,21454,4600185.1
571949,5.21,7,4,37969,9731401.54
419062,4.64,6,4,30905,4296518.24
430815,2.92,8,3,30699,4744406.45
561603,5.06,9,3,27255,10751626.48
426055,5.49,6,4,43351,6930033.11
419069,5.87,6,4,32065,7275665.04
453390,4.21,8,4,43511,7751008.79
625002,5.41,7,2,26177,9386368.6
583611,6.6,7,5,25663,9351186.81
414953,5.95,9,3,12352,7105073.78
498631,4.24,6,2,31089,4738858.04
504721,5.78,6,2,41409,7770799.54
563696,5.64,9,5,37717,11487213.36
378357,5.37,8,3,27822,6400648.31
465255,5.62,7,6,41130,8809947.02
490602,4.44,7,5,51447,10086363
528332,6.21,8,6,47448,11368963.2
621775,7.67,7,4,28716,13089204.17
461643,4.01,9,3,41261,9119242.02
477540,5.68,8,6,42343,10006707.41
524167,5.27,7,3,23526,7162140.65
419202,3.44,6,4,54547,4714999.45
527037,5.39,7,4,48224,11603671.31
485457,6.91,8,4,36779,9744586.74
557816,6.01,7,6,20868,9520705.04
431753,6.35,7,5,34868,7721149.66
542696,6.46,6,4,41813,9260398.35
455077,6.3,8,6,34707,9136298.78
423521,6.57,7,5,49156,10020621.52
365974,6.93,7,3,45868,7962128.93
380051,4.7,7,4,49752,7073341.73
454391,7.19,6,4,48685,10143234.01
491498,5.91,6,3,34386,7451987.27
340480,3.66,9,4,33381,4250745.94
451738,3.88,7,4,52934,8415595.72
408359,5.23,6,2,38235,5717694.71
551922,6.2,6,2,54845,11187114.61
522844,5.49,8,5,55403,11608667.07
477526,6.37,7,3,49241,9184653.52
387142,6.13,6,4,32143,4535878.55
483091,6.98,10,5,33070,10449506.41
425929,4.07,8,3,28172,4394136.18
656866,4.27,9,6,44138,12792506.23
552433,4.65,7,4,36712,9374783.11
587272,6.54,5,4,43673,11346646.08
549514,6.9,7,3,34686,11465612.48
547673,4.57,7,3,36937,8518216.14
491540,5.96,7,4,46222,10888482.85
435295,4.93,7,6,26008,6111338.24
477407,4.2,6,2,43468,5922390.04
468041,7.48,6,3,15326,7199455.2
585466,7.01,7,4,24566,10987203.15
568050,5.48,7,3,54930,12587629.6
527233,4.64,9,3,33281,9815028.09
355929,4.97,5,4,34764,2792366.57
490630,5.37,6,2,26391,6532101.38
445410,3.56,8,5,33518,4986000.81
469532,4.74,7,3,40407,8833491.94
433363,6.23,7,4,28954,7447750.03
466368,5.92,7,2,47995,9114203.07
576744,7.11,8,3,33232,13705241.13
440419,5.47,6,2,36845,5944071.84
428505,7.1,8,6,32254,7495040.42
391671,4.85,6,3,30758,4999164.8
657951,6.15,5,3,37062,10093177.64
486052,3.72,8,3,30885,4855767
471065,4.79,7,3,40190,7420866.11
544775,6.72,7,5,31440,10746837.08
381024,6.88,8,5,41558,10182773.58
407260,5.08,8,3,36507,7438154.36
622328,6.85,6,2,41808,13355013.42
556101,6.3,6,2,4114,6757230.9
471730,6.27,6,2,34710,7767480
450667,5.79,7,3,44712,7830165.84
496167,4.92,8,4,36040,7347627.28
580020,8.09,7,4,60041,16062534.46
467159,5.45,7,6,54087,9492434.7
463918,7.17,5,3,30082,6929325.48
452354,7.24,6,3,44288,10494702.19
470995,5.66,7,2,37956,8121727.11
489419,6.26,6,2,41686,9116432.99
600621,6.16,7,4,26139,10873178.12
542220,4.28,6,4,37910,6616765.33
487284,6.04,8,6,26489,8110883.2
524293,7.33,5,3,32530,8828674.89
416388,6.53,7,3,38894,8800975.12
479696,5.65,8,4,34977,8956252.55
337953,5.26,7,6,51148,6606983.11
520338,6.64,5,2,41440,9831785.32
637826,4.84,8,5,23038,9076453.89
529676,5.59,7,2,46782,10156972.28
572285,5.75,8,4,42976,11584757.1
436198,5.92,6,3,48263,7216068.65
450947,7.38,5,4,42873,8428721.63
480424,5.15,7,3,39636,7810051.83
422226,3.52,7,3,32276,4248041.98
408716,6.72,7,3,28318,6798224.93
436849,4.9,7,6,30541,7208989.97
567175,5.89,6,4,25851,8727537.21
531664,6.07,5,2,35231,8028202.63
514360,6.18,7,4,19481,7528851.54
472745,6.8,6,2,32376,7519843.24
431039,6.54,7,2,34810,7807760.73
513716,5.21,9,3,41648,10473471.54
404110,5.11,9,6,42451,9099943.65
476707,7.41,6,4,29828,10128884.78
444591,6.23,7,4,46819,8801633.19
531062,6.26,6,2,36699,10845124.5
410879,6.09,7,3,21434,5799341.03
534912,6.16,7,2,52720,11494079.38
497637,4.98,6,2,26030,5931710.47
472297,4.76,7,2,32201,6776575.12
456715,7.73,7,6,39758,10467688
428750,4.18,6,3,30289,4751053.16
542514,6.5,7,4,39076,9992857.98
360115,6.84,7,5,44966,7657113.03
517699,6.89,6,2,46776,11572627.85
491547,5.2,7,3,39692,8247906.1
408485,5.52,6,3,35766,5290905.97
554925,3.87,8,5,42774,8472565.71
407365,5.92,7,2,31790,6861618.61
476007,5.06,7,4,47116,7854582.75
561225,5.66,7,3,45233,10089634.73
400120,6.89,7,3,43467,8762559.26
495600,6.21,7,5,33866,8800521.03
665007,5.37,8,5,44203,13907678.19
537656,7.42,7,4,31130,10851694.07
442169,5.85,8,3,34317,9135891.38
478562,4.33,5,2,42523,6581139.04
475440,5.64,7,4,15801,4836709.85
481628,4.29,8,5,39475,8071207.34
434889,7.16,8,5,20804,7815411.52
534786,7.03,6,3,39015,10739203.65
388570,6.33,8,4,26153,6254045.84
271138,5.64,6,2,38891,2808039.99
435722,4.94,8,6,44374,9035285.28
622531,6.21,7,6,52976,13055499.87
407610,4.69,8,5,44972,8760016.44
407974,6.42,6,3,49586,7937374.55
515823,5.48,9,4,49240,11816652.82
431676,5.59,7,4,65185,9758925.68
549241,5.36,6,4,17228,6464108.98
355999,5.51,9,3,40790,7920734.92
513324,6.67,7,3,42656,10329904.97
367787,4.89,7,3,41258,5900900.95
545461,5.93,6,4,36562,9294028.66
481684,6.47,6,2,33911,8544904.9
387947,8.22,8,3,30995,9822235.01
481439,6.11,7,4,37987,9321595.43
389844,4.59,8,4,44019,7360975.65
508585,6.11,8,3,51456,12697004.81
471534,5.88,7,4,32363,7288664.74
636048,6.31,6,2,41837,12222608.93
484218,6.31,6,4,44935,9890172.46
599144,5.58,8,6,25670,10903387.46
431375,7.05,7,3,52850,12579735.7
456386,6.81,6,4,28162,6462728.02
532063,4.75,5,3,26888,5839299.06
485947,7.8,7,2,38962,11226249.86
555436,5.97,6,3,50519,10576975.08
568673,5.89,8,4,27385,10475775.17
499436,5.63,8,5,45263,10131279.48
532175,6.7,9,6,16619,9532893.65
436954,6.17,7,5,50370,9869839.91
596351,6.5,7,2,22850,10738781.06
532791,5.63,7,6,46904,10392817.61
530376,5.63,8,3,27445,9654186.15
546490,4.44,8,3,60023,13190699.55
496755,5,7,6,15482,5994684.5
581112,6.82,6,3,34140,11826585.26
497735,5.96,8,4,48457,11481300.6
299705,5.25,6,4,41426,3167711.26
476497,4.87,6,3,35526,6861020.46
510944,4.88,8,5,35123,10145866.08
426391,4.82,7,3,41100,5703489.75
494697,7.6,8,5,40022,12149461.87
366156,6.85,6,3,35704,6754471.43
477477,6.56,7,5,52591,10435028.31
485660,5.72,8,5,28116,7603305.01
562562,6.61,7,4,42776,12314260.28
523425,5.76,7,2,36903,9210802.02
456470,6.41,8,3,39286,7963795.84
541352,6.2,6,4,30223,10123086.26
508634,6.47,7,4,47048,11220322.96
550592,5.4,8,3,30158,10081724.31
446768,4.99,5,4,40086,5601023.61
522382,5.15,9,4,35549,10440769.5
425243,6.47,6,3,32891,6785264.43
481467,5.16,8,6,36592,7390410.09
482468,6.65,7,4,40904,9096011.26
491337,6.75,7,2,29215,9380664.79
606837,6.26,7,3,42590,12066107.62
482545,5.53,7,5,37908,8498734.51
397964,5.44,6,2,23916,2755473.49
361102,7.61,7,3,55449,10307779.72
407939,4.36,6,4,31457,3517871.35
578998,6.45,5,4,29936,9073565.97
514157,5.97,6,2,49252,9399704.65
487669,7.26,7,4,53056,11887538.32
415625,4.61,8,4,20795,3888529.05
462259,5.8,7,3,45577,9092865.81
461195,7.65,6,4,34101,10085156.06
541919,5.66,8,6,26527,8017458.12
547932,6.81,7,4,29483,10828700.61
470127,6.44,7,2,33805,7495731.11
572852,7.75,6,3,51039,13954175.69
429982,4.14,6,3,45701,6243867.7
566230,6.61,8,6,12514,10106894.14
640206,4.14,6,2,34253,9136536.64
413840,5.46,8,6,45539,8670961.32
541898,6.2,7,3,28795,8689707.18
422954,5.63,6,4,32755,5943060.9
555478,6.99,8,6,39092,11597498.15
442057,8.38,10,5,42266,13276552.24
481635,6.1,8,6,40744,9102534.21
546231,3.78,8,4,35335,8118243.63
532504,7.17,7,2,15586,8846207.79
443345,6.91,7,6,35639,9048504.64
445557,5.66,8,3,46457,9503976.72
463274,4.82,7,3,25337,6618858.05
502019,6.14,8,5,51975,11004697.83
520940,7.81,8,3,48591,14135969.54
415030,6.59,6,4,29497,5820300.71
505379,7.06,6,3,34599,9858432.08
485968,5.84,7,2,36409,8078883.54
449624,4.31,9,5,59718,10647598.29
462035,4.99,9,4,43284,10655005.48
580608,6.02,6,4,50525,10701000.17
502152,5.91,7,4,38245,9023294.84
401240,6.74,7,6,44738,8559595.38
506541,4.51,5,3,42544,5545219.19
613746,5.06,8,3,43806,12277772.36
464828,6.21,6,5,35977,8046672.9
660072,5.08,7,6,46015,13135480.89
426244,6.59,6,3,41217,7317437.61
575848,4.76,6,3,37581,9263105.04
410662,5.42,6,2,48133,6980677.97
437479,7.29,7,4,27485,8434579.3
589582,7.98,8,5,30167,13145593.79
520667,5.33,8,3,37316,8715374.01
516278,5.58,6,2,24971,8161934.2
534492,4.77,7,4,50210,10620068.06
413175,5.48,6,3,36272,5934375.44
379687,6.69,7,3,38998,7085886.29
633458,4.61,7,2,45211,10076020.15
578655,6.56,6,2,35513,10230583.16
318647,6.03,8,4,20070,4750110.68
412496,6.3,4,4,49101,5483454.69
445823,6.49,9,6,36260,10496865.89
580930,6.33,8,4,19373,10208959.67
571305,5.19,6,3,33611,8602159.09
550634,5.18,6,4,25087,6526663.85
398349,5.36,7,4,38959,5839878.38
522459,5.74,9,6,22881,9457049.28
447482,4.79,6,3,54955,7481506.69
436240,6.42,8,4,14596,7870773.75
711200,7.8,7,6,37524,16591619.24
462364,7.47,8,6,26762,9344668.27
500332,6.65,6,4,48227,10531087.07
441966,5.39,7,3,47697,8074045.63
400568,6.32,8,3,44907,8815499.14
532525,6.91,6,4,40369,10974220.67
522053,6.02,7,5,44874,10614938.04
590051,5.8,7,3,36447,9556059.73
553840,5.08,5,4,39564,7322210.77
400008,6.15,7,2,51479,8637760.88
464107,6.11,6,4,31582,7068383.56
491127,6.25,6,4,37788,10175182.57
526484,6.05,7,3,23163,7722447.25
607341,6.53,5,2,47725,10998774.71
484260,6.58,6,2,38115,9800780.5
546077,6.92,8,4,44157,12760914.74
456344,6.28,8,4,26228,8223232.85
429275,4.34,6,2,51407,8035359.71
438319,5.46,6,3,48372,7868881.44
447797,3.75,7,3,31945,5760543.81
482027,6.38,7,3,40543,10141424.79
466914,4.78,8,4,37753,7445416.51
516768,4.74,8,3,10556,6031601.8
440965,5.38,6,4,34347,7243320.28
531048,5.64,7,3,35757,8686049.05
508816,6.71,8,5,35427,10096604.28
469420,5.95,8,6,35294,9734341.19
452935,4.67,6,2,33900,6036854.74
436674,6.18,7,2,14347,4866065.19
429492,7.51,6,3,43645,9747761.03
415317,5.19,8,5,46670,8404573.45
309533,5.59,9,4,35421,6443784.55
414827,6.42,7,3,55030,9103035.06
554113,5.35,6,4,41297,8205317.33
538419,5.74,6,3,28213,7383128.2
437157,4.14,6,3,41190,4308976.77
465129,4.38,8,4,48261,8899775.64
435218,5.1,6,3,3883,1618328.74
417277,5.52,7,3,40395,7285477.43
458717,6.48,6,3,39367,7781976.3
368767,5.37,7,3,44203,6200573.96
373443,5.59,7,3,36500,5668289.34
371343,7.12,5,3,46984,7670559.19
519981,5.69,8,6,21446,7970264.19
351484,6.65,7,5,20914,6112693.93
525084,6.74,7,4,42877,9895058.74
573013,7.36,6,4,32550,12110591.36
375648,4.42,6,2,57111,6973703.94
626521,4.48,5,2,40836,8914631.18
363496,6.18,7,6,32257,6791239.77
531489,5.85,6,4,22994,8002421.49
593621,5.1,8,6,35748,10065886.74
468734,7.41,4,2,33423,7901042.94
604632,5.68,7,3,39782,10727735.27
413322,6.67,7,4,37814,7578121.11
478576,6.21,7,5,28439,8094157.19
427133,5.35,8,3,43396,8181323.01
458962,8.08,7,6,30117,9503030.95
419146,5.49,7,4,44213,6443492.58
536011,6.08,9,3,40002,12675476.87
483091,5.98,6,4,17180,6325602.92
551138,7.65,6,3,36688,12953594.71
413252,6.91,7,2,34753,8041046.37
587580,5.39,7,3,34602,10444232.4
384440,6.83,6,3,22836,5818181.81
458885,5.09,8,6,39240,7914742.29
421176,5.24,6,3,33460,5160417.22
367787,5.38,7,3,32090,4048163.63
400281,7.12,5,4,39293,7785561.07
388290,5.69,7,2,36246,6737721.62
475139,5.68,6,2,19524,5905555.81
486080,5.07,8,5,33996,8520875.51
363118,5.61,7,3,26198,3152149.14
529592,7.43,7,3,31225,11644311.84
587811,5.94,5,4,20160,8152311.79
